Borough,Address,Number of Floors,Zoning District,Year Built,Building Class,Filing Status,Filing Date,Owner Name,Owner Bus Name,Qewi Name,Qewi Bus Name
MANHATTAN,BROAD STREET 117,40,C5-5,1970,RB,UNSAFE,03/16/2017,DAWN  KEYS,125 BROAD CONDOMINIUM,TIMOTHY  WEBB,O&amp;S ASSOCIATES
MANHATTAN,EAST 6 STREET 903,6,R7-2,1948,D6,UNSAFE,02/20/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG.& ARCH
MANHATTAN,EAST 6 STREET 903,6,R7-2,1948,D6,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG.& ARCH
MANHATTAN,EAST 10 STREET 466,14,R7-2,1950,D3,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,EAST 10 STREET 466,14,R7-2,1950,D3,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,AVENUE D 132,14,R7-2,1950,D3,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,AVENUE D 132,14,R7-2,1950,D3,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 911,14,R7-2,1950,D3,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 911,14,R7-2,1950,D3,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,F D R DRIVE 1141,14,R7-2,1950,D3,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,F D R DRIVE 1141,14,R7-2,1950,D3,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 1223,14,R7-2,1950,D3,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 1223,14,R7-2,1950,D3,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 1017,14,R7-2,1950,D3,UNSAFE,02/24/2010,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 1017,14,R7-2,1950,D3,UNSAFE,02/28/2012,N.Y.C.H.A.,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH
MANHATTAN,FDR DRIVE 1223,14,R7-2,1950,D3,UNSAFE,10/02/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,EAST 7 STREET 204,6,R8B,1900,C6,UNSAFE,02/22/2007,TOMFOL OWNERS CORP,IVAN  MRAKOVCIC,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,WEST 23 STREET 208,18,C2-7A,1927,D6,UNSAFE,02/20/2019,RICHARD  MASON,JSB Properties LLC,KOKO  UYO,RICK KRAMER ARCHITECT P.C.
MANHATTAN,WEST 23 STREET 244,7,C2-7A,1900,D4,UNSAFE,02/14/2019,SAMI  NAJJAR,244-246 Owners Corp.,NATHANAEL  MOREJON,ANTONUCCI & ASSOCIATES
MANHATTAN,AVENUE C 89,6,R7A,1935,C7,UNSAFE,10/08/2013,N.Y.C.H.A,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,AVENUE C 89,6,R7A,1935,C7,UNSAFE,01/26/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,EAST    5 STREET 734,7,R8B,2004,D1,UNSAFE,02/21/2017,KIM  O'NEALE,Lower East Side Coalition,CHARLES  MARINO,BRAXTON ENGINEERING P.C.
MANHATTAN,WEST 29 STREET 214,16,M1-6D,1925,O6,UNSAFE,04/17/2020,ERNEST  FARACI,WALSAM TWENTY-NINE COMPANY,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,WEST 28 STREET 261,11,C6-2A,2006,RM,UNSAFE,02/21/2018,MICHAEL  WOLFE,PR,ANGEL  AYON,AYON STUDIO ARCHITECTURE AND PRESER
MANHATTAN,WEST 29 STREET 231,15,M1-6D,1927,O6,UNSAFE,11/21/2006,J.R. BUILDING ASSOCIATES,MARK J ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,WEST 29 STREET 231,15,M1-6D,1927,O6,UNSAFE,02/04/2020,BRAD  GIAMBRONE,JR BUILDING ASSOCIATES,JASON  APTOWITZ,JASON M APTOWITZ CONSULTING ENGINEE
MANHATTAN,7 AVENUE 350,21,M1-6,1927,O4,UNSAFE,03/06/2017,VINCENT  TERRANOVA,Hardwell Acquisition LLC,ROY  SOKOLOSKI,MUNICIPAL BUILDING CONSULTANTS
MANHATTAN,WEST 30 STREET 242,14,M1-6D,1927,O6,UNSAFE,03/06/2017,VINCENT  TERRANOVA,Bradley Acquisition,ROY  SOKOLOSKI,MUNICIPAL BUILDING CONSULTANTS
MANHATTAN,EAST    6 STREET 745,6,R8B,1900,C4,UNSAFE,01/09/2013,745 HOMESTEADERS HDFC,VIJAY  KUMAR,A-Z PRO.ENGINEERING PC
MANHATTAN,EAST    6 STREET 745,6,R8B,1900,C4,UNSAFE,01/09/2013,745 HOMESTEADERS HDFC,VIJAY  KUMAR,A-Z PRO. ENGINEERING PC
MANHATTAN,EAST 8 STREET 342,7,R7A,2001,RM,UNSAFE,02/21/2018,ADI  DOR,C&amp;C APARTMENT MANAGEMENT LLC,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,WEST 30 STREET 259,17,M1-5,1928,O6,UNSAFE,02/21/2007,TWO FRIENDS REALTY LLC,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,WEST 30 STREET 259,17,M1-5,1928,O6,UNSAFE,11/14/2014,MJ ORBACH ASSOCIATES INC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,EAST 8 STREET 368,6,R8B,1923,C6,UNSAFE,02/17/2018,PETER  MARGOLIS,368 EAST 8TH STREET TENANTS CORP,ROBERTA  LEVINE,LPE ENGINEERING PC
MANHATTAN,EAST 10 STREET 436,7,R8B,1928,E7,UNSAFE,02/21/2017,LOREN  TAGGART,keepers storage,BRIAN  O'CONNOR,BOND ENGINEERING PC
MANHATTAN,EAST 10 STREET 411,10,R7-2,1950,D4,UNSAFE,11/20/2006,VILLAGE EAST TOWERS INC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECTS
MANHATTAN,AVENUE C 162,10,R7-2,1950,D4,UNSAFE,11/20/2006,VILLAGE EAST TOWERS INC,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECT PC
MANHATTAN,EAST 11 STREET 711,10,R7-2,1950,D4,UNSAFE,11/20/2006,VILLAGE EAST TOWERS,HOWARD L ZIMMERMAN,HOWARD L ZIMMERMAN ARCHITECTS PC
MANHATTAN,AVENUE C 162,10,R7-2,1950,D4,UNSAFE,01/30/2019,MAUREEN  PARRIS,Village E Towers Inc.,WILLIAM  STRUTH,LAWLESS & MANGIONE ARCHITECT AND EN
MANHATTAN,WEST 22 STREET 147,10,C6-3A,1909,D0,UNSAFE,08/29/2012,147 W 22ND ST CORP,JAMES A GIBBONS,GIBBONS ENGINEERING PC
MANHATTAN,WEST 23 STREET 120,15,C6-3X,1987,D7,UNSAFE,02/13/2007,MILIAM ASSOCIATES L.P.,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,WEST 24 STREET 148,12,M1-6,1910,O6,UNSAFE,07/05/2007,148 WEST 24TH STREET TEN,ROBERTA L LEVINE,LPE ENGINEERING P.C
MANHATTAN,WEST 24 STREET 119,12,M1-6,1913,O3,UNSAFE,02/21/2007,F.M. RING ASSOCIATES,IVAN  BRICE,IVAN BRICE ARCHITECTURE
MANHATTAN,WEST 25 STREET 130,12,M1-6,1910,O6,UNSAFE,02/25/2013,25 BUILDING ASSOCIATES,KAZIMIERZ  CADER,CANY ARCH & ENG D.P.C
MANHATTAN,WEST 25 STREET 130,12,M1-6,1910,O6,UNSAFE,03/21/2018,CHARLES  TANNENBAUM,PR,MARK  ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,BOWERY 225,14,C6-1,1910,H9,UNSAFE,02/14/2007,THE SALVATION ARMY,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,BOWERY 225,14,C6-1,1910,H9,UNSAFE,01/04/2012,THE SALVATION ARMY,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,EAST 7 STREET 206,6,R8B,1900,C6,UNSAFE,02/22/2007,TOMFOL REALTY CORP.,IVAN  MRAKOVCIC,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,AVENUE C 99,6,R7A,1907,C7,UNSAFE,10/08/2013,N.Y.C.H.A,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,AVENUE C 99,6,R7A,1907,C7,UNSAFE,01/26/2018,GARY  GUILLAUME,NYC HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,WEST 27 STREET 129,12,M1-6,1910,O6,UNSAFE,11/21/2006,CRC REALTY,MARK  ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,EAST 6 STREET 613,6,R8B,1920,C6,UNSAFE,02/15/2007,613 EAST 6TH ST OWNERS CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,7 AVENUE 315,21,M1-6,1926,RM,UNSAFE,02/21/2007,315 7TH AVE CONDOMINIUM,ANDRZEJ  OKOLSKI,GOLDSTEIN ASSOCIATES CONSULTING
MANHATTAN,7 AVENUE 315,21,M1-6,1926,RM,UNSAFE,02/15/2013,315 7TH AVENUE CONDOMINIUM,ANTHONY  ACCARDO,ACCARDO ENGINEERING PLLC
MANHATTAN,WEST 29 STREET 129,12,M1-6,1911,O6,UNSAFE,02/21/2012,WEST 29TH STREET EAT LLC,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,WEST 33 STREET 127,18,C6-4.5,1960,RC,UNSAFE,02/21/2017,MICHAEL  FERMO,TIME EQUITIES,JERRY  MISIEWICZ,JWM GROUP LLC
MANHATTAN,BROADWAY 1350,24,C6-6,1928,O4,UNSAFE,02/22/2007,1350 BROADWAY ASSOC.LLC,EMMANUEL E VELIVASAKIS,THORNTON TOMASETTI
MANHATTAN,FIRST AVENUE 80,21,R7-2,1962,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,EAST 4 STREET 155,21,R7-2,1962,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,EAST 6 STREET 410,21,R7-2,1962,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,EAST 6 STREET 430,21,R7-2,1962,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,AVENUE A 63,21,R7-2,1962,D4,UNSAFE,02/20/2019,VANESSA  BLOMBERG,Village View Housing Corp.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,AVENUE A 63,21,R7-2,1962,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,FIRST AVENUE 80,21,R7-2,1962,D4,UNSAFE,02/20/2019,VANESSA  BLOMBERG,Village View Housing Corp.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,EAST 4 STREET 155,21,R7-2,1962,D4,UNSAFE,02/20/2019,VANESSA  BLOMBERG,Village View Housing Corp.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,EAST 6 STREET 410,21,R7-2,1962,D4,UNSAFE,02/20/2019,VANESSA  BLOMBERG,Village View Housing Corp.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,EAST 6 STREET 430,21,R7-2,1962,D4,UNSAFE,02/20/2019,VANESSA  BLOMBERG,Village View Housing Corp.,KENNETH  SANTELLI,KENNETH A SANTELLI
MANHATTAN,WEST 17 STREET 20,12,C6-4A,1911,W9,UNSAFE,07/26/2017,MELISSA  MINAYA,CENTER FOR JEWISH HISTORY,DOM  DIAZ,DIAZ ARCHITECTS INC.PA
MANHATTAN,FIFTH AVENUE 140,12,C6-4M,1901,RM,UNSAFE,02/20/2007,FIFTH AVENUE LOFT CORP.,ALFRED  KARMAN,ALFRED KARMAN ARCHITECT
MANHATTAN,FIFTH AVENUE 140,12,C6-4M,1901,RM,UNSAFE,02/21/2018,JONATHAN  BLUM,5TH AVE LOFT CORP.,STEVEN  KRATCHMAN,STEVEN KRATCHMAN ARCHITECT P.C.
MANHATTAN,WEST 21 STREET 54,12,C6-4A,1910,O6,UNSAFE,11/21/2006,5421 EQUITIES COMPANY,MARK J ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,FIFTH AVENUE 200,15,C5-2,1909,O6,UNSAFE,02/17/2017,HERB  GONZALEZ,L&L Holding Company LLC,ROBERT  KORNFELD JR.,THORNTON TOMASETTI
MANHATTAN,WEST 24 STREET 43,12,M1-6,1912,O6,UNSAFE,11/15/2006,4324 COMPANY,MARK  ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,WEST 24 STREET 27,11,M1-6,1907,O6,UNSAFE,02/21/2007,27 WEST 24TH STREET CORP,DAVID  MAY,SUPERSTRUCTERS
MANHATTAN,WEST 24 STREET 27,11,M1-6,1907,O6,UNSAFE,02/21/2012,27 W 24 ST CORP,DAVID  MAY,SUPERSTURCTURES ENG. & ARCH
MANHATTAN,WEST 24 STREET 27,11,M1-6,1907,O6,UNSAFE,05/18/2017,MICHAEL  ORBACH,PR,DAVID  MAY,SUPERSTRUCTURES ENGINEERING + ARCHI
MANHATTAN,WEST 26 STREET 22,12,M1-6,1910,D0,UNSAFE,02/20/2018,WILLIAM  STRACHAN,22 WEST 26TH ST OWNERS CORP.,ANTHONY  VOLPE,FALCON ENGINERING CO. LLC
MANHATTAN,WEST 26 STREET 29,7,M1-6,1894,D7,UNSAFE,08/20/2012,IAB MANAGEMENT INC,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,WEST 31 STREET 5,10,C6-4,1910,O6,UNSAFE,05/07/2009,RAHMAN N.Y INC.,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,WEST 31 STREET 5,10,C6-4,1910,O6,UNSAFE,02/15/2013,RAHMAN NY INC,ALAN S EPSTEIN,EPSTEIN ENGINEERINF PC
MANHATTAN,WEST 32 STREET 22,16,C6-4,1913,O6,UNSAFE,02/20/2007,IMPERIAL INVESTING CORP.,MICHAEL  LARKIN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,WEST 32 STREET 11,11,C6-4,1904,O6,UNSAFE,03/20/2017,HOWARD  HUANG,MANAGEMENT BY 77 LLC,MAX  LEE,PROJECT TACTICAL SOLUTIONS LLC
MANHATTAN,EAST 11 STREET 525,8,R8B,1965,R4,UNSAFE,01/30/2012,THE FILLMORE CONDOMINIUM,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,WEST 36 STREET 28,12,M1-6,1911,O6,UNSAFE,06/30/2015,28 WEST 36 HERALD PROPERTIES,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,WEST 36 STREET 28,12,M1-6,1911,O6,UNSAFE,06/30/2015,28 WEST 36 HERALD PROPERTIES,DAVID  SALAMON,SALAMON ENGINEERING PLLC
MANHATTAN,WEST 36 STREET 64,16,M1-6,1924,RC,UNSAFE,11/21/2006,70 WEST 36TH STREET HOLD,AVISHAY I MAZOR,AVISHAY I MAZOR P.E
MANHATTAN,WEST 38 STREET 63,13,C5-3,1930,HB,UNSAFE,08/20/2012,38TH STREET VENTURE LP,DAVID  MAY,SUPERSTURCTURES ENG. & ARCH
MANHATTAN,WEST 38 STREET 63,13,C5-3,1930,HB,UNSAFE,02/21/2018,DAMIAN  ROSARIO,REFINERY HOTEL NEW YORK,DAVID  MAY,SUPERSTRUCTURES ENGINEERING + ARCHI
MANHATTAN,EAST 10 STREET 287,7,R7A,1917,P9,UNSAFE,02/16/2018,MARYELLEN  DONNELLY,The Boys Club of NY,ALAN  EPSTEIN,EPSTEIN ENGINEERING P.C.
MANHATTAN,FIFTH AVENUE 91,8,C6-4M,1896,O6,UNSAFE,01/30/2017,ROBERT  HADDAD,91 Fifth Ave. Corp.,TERENCE  HUDSON
MANHATTAN,BROADWAY 889,9,M1-5M,1884,D0,UNSAFE,06/19/2007,889 REALTY INC.,ROBERTA L LEVINE,LPE ENGINEERINGPC
MANHATTAN,BROADWAY 894,10,M1-5M,1887,O6,UNSAFE,04/18/2008,20TH STREET PROPERTIES,MARK J ELLIS,CORNERSTONE ARCHITECTS
MANHATTAN,FIFTH AVENUE 129,8,C6-4M,1905,D0,UNSAFE,02/21/2007,129-131 FIFTH AVE CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,FIFTH AVENUE 129,8,C6-4M,1905,D0,UNSAFE,08/16/2012,129-131 FIFTH AVENUE. CORP,SOKOLOSKI J ROY,ALSA ARCHITECTURE LLC
MANHATTAN,BROADWAY 920,17,M1-5M,1917,O6,UNSAFE,02/20/2007,920 BROAADWAY ASSOCIATES,MICHAEL  MACALUSO,M J MACALUSO & ASSOCIATES
MANHATTAN,FIFTH AVENUE 141,15,C6-4M,1900,RM,UNSAFE,02/15/2007,141 ACQUISITION ASSOC,ALFRED  KARMAN,ALFRED KARMAN ARCHITECT
MANHATTAN,FIFTH AVENUE 141,15,C6-4M,1900,RM,UNSAFE,05/08/2012,141 FIFTH AVENUE CONDOMINIUM,JAMES  CICALO,FSI ARCHITECTURE PC
MANHATTAN,PARK AVENUE SOUTH 268,13,C6-4A,1927,D6,UNSAFE,02/20/2018,DAVID  STRAUSS,270 Park Avenue South LLC,THOMAS  FENNIMAN,THOMAS A FENNIMAN ARCHITECT
MANHATTAN,EAST 22 STREET 36,9,M1-5M,1901,RM,UNSAFE,11/14/2017,JONATHAN  WU,36 E 22ND STREET CONDOMINIUM,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,EAST 23 STREET 30,12,C6-4M,1912,O6,UNSAFE,03/17/2009,FM RING ASSOCIATE,STEPHEN  MARCHESE,FUTURE TECH CONSULTANTS
MANHATTAN,EAST 23 STREET 30,12,C6-4M,1912,O6,UNSAFE,02/21/2013,30 EAST 23 LLC,EDWARD T SIMONIELLO,SW ENGINEERING COPLLC
MANHATTAN,PARK AVENUE SOUTH 354,21,C5-3,1913,O4,UNSAFE,02/15/2007,360 PARK AVE SO. DELAWARE ASSOC,WILLIAM  LAU,WLA ENGINEERING P.C
MANHATTAN,EAST 27 STREET 21,11,C5-2,1903,HB,UNSAFE,05/24/2007,EST OF LAWRENCE MEINWALD,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,MADISON AVENUE 66,13,C5-2,1910,D4,UNSAFE,08/16/2012,66 MADISON AVENUE APT CORP,ESIN  PEKTAS,RAND ENGINEERING & ARCHITECT
MANHATTAN,ELDRIDGE STREET 176,6,C4-4A,1920,C7,UNSAFE,02/21/2012,EASTCHINATOWN HDFC,THOMAS A FENNIMAN,THOMAS A FINNIMAN ARCH
MANHATTAN,ELDRIDGE STREET 180,6,C4-4A,1920,C7,UNSAFE,02/21/2012,EASTCHINATOWN HDFC,THOMAS A FENNIMAN,THOMAS A FENNIMAN ARCH
MANHATTAN,EAST 28 STREET 4,12,C5-2,1904,N2,UNSAFE,09/10/2012,NEW LATHAM HOTEL CORP,EDWARD T SIMONIELLO,SW ENGINEERING CO.PLLC
MANHATTAN,PARK AVENUE SOUTH 424,16,C6-4A,1913,O6,UNSAFE,02/12/2021,ADAM  SMITH,SAMCO PROPERTIES,DOUGLAS  LANE,LANE ENGINEERING CONSULTING P.C.
MANHATTAN,PARK AVENUE SOUTH 424,16,C6-4A,1913,O6,UNSAFE,10/23/2018,ADAM  SMITH,432 Park South Realty Co LLC,DOUGLAS  LANE,LANE ENGINEERING CONSULTING P.C.
MANHATTAN,EAST 30 STREET 35,9,C5-2,1906,D4,UNSAFE,04/11/2011,35 EAST TENANTS CORP,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECTS
MANHATTAN,EAST 30 STREET 35,9,C5-2,1906,D4,UNSAFE,04/11/2011,35 EAST TENANTS CORP,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCHITECTS
MANHATTAN,5 AVENUE 325,41,C5-2,2005,RM,UNSAFE,02/19/2013,325 FIFTH AVENUE CONDO,WILLIAM J STRUTH,LAWLESS & MANGIONE LLP
MANHATTAN,5 AVENUE 325,41,C5-2,2005,RM,UNSAFE,02/15/2019,EUGENE  BARTOW,325 Fifth Avenue Condominium,GARY  MANCINI,THORNTON TOMASETTI INC.
MANHATTAN,MADISON AVENUE 189,15,C5-2,1938,RM,UNSAFE,02/21/2007,20 EAST 35TH OWNERS CORP,PAUL  MILLMAN,SUPERSTRUCTURES
MANHATTAN,MADISON AVENUE 211,22,R10,1985,R4,UNSAFE,02/13/2017,DAN  WURTZEL,Morgan Court Condominium,JOSEPH  CANTON,JMA CONSULTANTS AND ENGINEERS P.C.
MANHATTAN,IRVING PLACE 4,0,C6-3X,1911,U2,UNSAFE,11/17/2017,ANDY  TIAO,CON EDISON CO OF NY,BASHKIM  CACI,HAKS
MANHATTAN,EAST 15 STREET 105,10,C6-2A,1900,D4,UNSAFE,02/07/2007,105 EAST 15 STREET CORP.,JOHN  ANASTASI,ANASTASI AND ASSOCIATES
MANHATTAN,EAST 15 STREET 105,10,C6-2A,1900,D4,UNSAFE,02/14/2019,PAUL  BOYAJIAN,105 EAST 15TH CORP.,JOSE  LANDAURO,JOSE M. LANDAURO P.E.
MANHATTAN,EAST 15 STREET 145,16,R8B,1959,D4,UNSAFE,02/22/2007,145 EAST 15TH ST TENANTS,STEVEN  SAMILJAN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,THIRD AVENUE 156,22,C1-9A,1963,D4,UNSAFE,02/08/2019,JACOB  SIROTKIN,142 E 16 OWNERS CORP,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,STANTON STREET 10,9,C6-1,1900,D3,UNSAFE,03/24/2009,10 STANTON OWNERS LLC,SOLOMON  ROSENZWEIG,SOLOMON ROSENZWEIG PROF.ENG.P.C
MANHATTAN,EAST 16 STREET 116,12,C6-2A,1910,O6,UNSAFE,01/09/2017,ZAC  SMITH,SAMCO PROPERTIES,NAZRUL  SIDDIQUE
MANHATTAN,IRVING PLACE 61,8,R8A,1950,D4,UNSAFE,10/04/2017,ADAM  DENSKY,61 Irving Place Corp.,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,IRVING PLACE 81,16,R8B,1930,D4,UNSAFE,02/15/2017,PHIL  DRILL,81 Irving Place Owners Corp.,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTING P.C
MANHATTAN,PARK AVENUE SOUTH 251,16,C6-4A,1910,O6,UNSAFE,11/24/2008,F.M. RING ASSOCIATE,STEPHEN  MARCHESE,FUTURE TECH CONSULTANTS
MANHATTAN,PARK AVENUE SOUTH 251,16,C6-4A,1910,O6,UNSAFE,02/20/2015,THE FEIL ORGANIZATION,STANFORD  CHAN,VIDARIS INC
MANHATTAN,EAST 27 STREET 119,10,C4-5A,1912,O6,UNSAFE,02/21/2019,MATTHEW  KIAMIE,Harvard Agency Co. Inc.,IVAN  ZURKIWSKYJ,CANY
MANHATTAN,EAST 12 STREET 437,6,R8B,1910,C7,UNSAFE,04/10/2020,MICHEAL  GRUNSKI,PR,JITENDRA S.  HIRANI,HIRANI ENGINEERING &  LAND SURVEYIN
MANHATTAN,CHRYSTIE STREET 195,9,C6-3A,1920,O6,UNSAFE,09/07/2012,GREETING CARD PUBLISHERS INC,RICHARD  KOENIGSBERG,KOENIGSBERG ENGINEERING PC
MANHATTAN,SECOND AVENUE 170,15,R7A,1928,D4,UNSAFE,02/21/2019,SETH  WEINSTEIN,170 Second Avenue Owners Corp.,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,EAST 1 STREET 58,7,R8B,1910,D6,UNSAFE,04/08/2008,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,SECOND AVENUE 204,0,R8B,0,U4,UNSAFE,02/17/2017,JENNIFER  MILLER,Verizon,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTING P.C
MANHATTAN,SECOND AVENUE 60,6,R7A,1899,D9,UNSAFE,02/21/2012,60 SECOND AVE CORP,NIKOLA  MARTINOVIC,INM ARCHITECTS PC
MANHATTAN,EAST 3 STREET 91,7,R7A,1920,D9,UNSAFE,04/15/2005,THERMALD REALTY ASSOC,JOHN  ANASTASI,ANASTASI AND ASSOCIATES
MANHATTAN,EAST 14 STREET 310,9,C1-7A,1967,I2,UNSAFE,02/16/2007,EYE & EAR HOSPITAL,ALAN  EPSTEIN,EPSTEIN ENGINEERING
MANHATTAN,EAST 14 STREET 310,9,C1-7A,1967,I2,UNSAFE,02/10/2012,NEW YORK EYE & EAR INFIRMARY,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,EAST 35 STREET 152,6,R8B,1930,D4,UNSAFE,08/18/2018,RALPH  DAVIS,PR,SHAWN  STILES,VISIONACM
MANHATTAN,FIRST AVENUE 40,16,R8B,1964,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
MANHATTAN,FIRST AVENUE 40,16,R8B,1964,D4,UNSAFE,02/21/2018,SAM  ATTARD,VILLAGE VIEW HOUSING CORPORATION,STANFORD  CHAN,VIDARIS INC.
MANHATTAN,EAST 13 STREET 321,0,C1-6A,0,V1,UNSAFE,09/11/2006,321 E 13 ASSOCIATES,IVAN  BRICE,IVAN BRICE ARCHITECTURE
MANHATTAN,EAST 13 STREET 321,0,C1-6A,0,V1,UNSAFE,02/17/2012,C/O SHINDA MANAGEMENT CORP,IVAN  BRICE,IVAN BRICE ARCHITECTURE
MANHATTAN,SECOND AVENUE 104,8,R7A,1901,D9,UNSAFE,02/20/2007,104 2ND AVE REALTY LLC,ALAN  S  MARCUS,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,SECOND AVENUE 104,8,R7A,1901,D9,UNSAFE,02/21/2018,GEORGE  LAVIAN,104 Second Realty LLC,SARA  TSIROPINAS,RAND ENGINEERING & ARCHITECTURE DPC
MANHATTAN,FIRST AVENUE 60,21,R7-2,1964,D4,UNSAFE,02/21/2013,VILLAGE VIEW HOUSING CORP,CHARLES A MERRITT,MERRITT ENGINEERING CONSULTANTS
